735,207,813,397,740,211,817,394,0.858989197531,11.099595373122083,0.97362,
738,206,814,399,743,211,819,400,0.851058403469,10.720704233272158,0.968538,
757,208,832,400,755,216,837,401,0.875079264426,10.832928268690871,0.971837,
767,215,844,388,760,210,842,397,0.827487244898,9.246049661399548,0.962221,
775,213,852,386,760,211,843,397,0.692203589291,11.285780785426953,0.95299,
784,211,860,385,779,196,859,389,0.83578839503,11.279619629526042,0.940373,
784,205,871,387,781,198,863,392,0.828035014974,11.397534245830853,0.927698,
784,199,882,389,781,198,863,392,0.769033712471,1.8054911535623797,0.655173,
784,194,893,391,784,196,868,393,0.756896631394,1.8153223045564577,0.634626,
799,196,893,385,795,191,875,397,0.722462528921,1.4401820115281752,0.899471,
814,198,893,379,803,189,884,391,0.704241009394,11.185496710464909,0.914324,
830,201,893,374,815,189,897,389,0.664573170732,11.185138764070413,0.935057,
831,202,901,381,815,189,897,386,0.700296384114,11.266651624063867,0.93563,
832,204,910,388,819,197,901,392,0.71948316899,11.336753393481704,0.910325,
833,206,919,395,825,204,907,396,0.776482345103,11.377623458883207,0.927044,
842,208,922,394,828,203,911,399,0.70077536311,11.416893273122705,0.926092,
850,210,925,393,828,203,911,399,0.592830589485,1.0182101725758146,0.692558,
859,211,928,393,839,184,922,380,0.585675779746,1.0077553576070886,0.692223,
862,206,936,390,849,193,931,396,0.722759877035,1.007355032087,0.207921,
866,200,944,386,841,193,923,385,0.535089054651,0.5149899213438764,0.349524,
870,195,952,383,868,187,954,365,0.830552907531,10.609976297503017,0.907308,
880,196,953,378,871,194,958,374,0.814568706118,11.74391497058634,0.940387,
890,197,955,374,870,195,957,377,0.726600985222,11.62343251609399,0.957676,
901,198,957,370,881,193,967,379,0.602150537634,11.620051308476981,0.949813,
900,194,964,370,891,191,975,377,0.720942140297,11.558122616344438,0.960644,
899,190,972,370,896,183,979,368,0.838268498807,11.480958155296488,0.93793,
898,186,980,370,893,185,978,371,0.909877611571,11.525726282466998,0.949959,
908,188,986,373,907,187,990,372,0.929955290611,11.492849685846515,0.952677,
918,190,992,375,917,190,997,367,0.887879609544,11.689582421747625,0.949508,
928,192,998,377,925,192,1003,373,0.879983331018,0.7513751820528576,0.960887,
932,190,1005,377,925,190,1001,372,0.841407035176,11.622079796947,0.958034,
935,188,1011,377,933,193,1006,382,0.865337484268,11.621500156549159,0.948765,
939,185,1018,377,940,185,1014,375,0.926951476793,11.438719741679302,0.958234,
943,183,1025,377,941,186,1019,362,0.822632226322,11.658098372320556,0.956055,
947,181,1033,377,942,182,1018,361,0.715959664244,11.793911138730095,0.962079,
951,179,1040,377,949,184,1025,366,0.74880462582,11.681020413846882,0.762565,
951,177,1039,374,949,170,1025,356,0.726763963569,11.590221148824345,0.942225,
950,175,1039,370,950,173,1028,357,0.810690423163,11.598201496540701,0.952675,
950,173,1038,366,950,174,1026,356,0.814413565709,11.642597604474608,0.958517,
948,177,1037,369,948,176,1025,360,0.820914651908,0.6821083458868059,0.955685,
947,181,1035,371,946,185,1027,366,0.856754038223,11.663382580718718,0.958687,
946,185,1034,373,946,189,1027,367,0.871494197292,11.707724472506706,0.954838,
947,183,1036,375,949,185,1028,372,0.864524812734,11.640271198106165,0.959112,
948,180,1038,376,951,182,1027,371,0.814285714286,11.529401416193869,0.956486,
949,178,1040,378,951,173,1027,370,0.785360602799,11.401314019011686,0.948737,
953,174,1046,378,958,167,1032,367,0.732786044125,11.300802099415064,0.954691,
957,171,1051,378,959,164,1037,356,0.721355728854,11.361781779666757,0.935876,
962,167,1056,378,962,164,1039,355,0.721455270371,11.420934684286053,0.921204,
965,169,1058,374,962,168,1044,353,0.737905477435,11.506943720473412,0.925477,
968,170,1059,371,973,167,1053,359,0.815930063137,0.6349753083055533,0.938922,
971,171,1061,367,969,170,1052,357,0.83260569218,11.031719813573766,0.959079,
974,175,1063,366,977,165,1059,356,0.832931140917,11.083961396573047,0.960404,
978,178,1065,364,982,168,1064,359,0.872956122809,11.095132409775918,0.951487,
982,181,1067,363,983,176,1065,365,0.930191972077,10.980945748529958,0.962549,
986,183,1071,364,988,179,1071,370,0.92648781992,11.262809375864318,0.960236,
990,185,1075,365,989,180,1072,371,0.900384310376,11.28198617424752,0.958283,
994,187,1080,366,988,178,1070,371,0.772252497729,11.44774241444156,0.959149,
999,187,1084,366,998,182,1080,372,0.889727540501,11.382285735995701,0.963414,
1004,187,1089,366,1002,181,1085,368,0.892960522264,11.498268805324898,0.96744,
1009,188,1094,366,1003,183,1083,374,0.764125768651,0.5967859274589135,0.964123,
1009,189,1094,368,1004,181,1084,371,0.79017068864,11.442526885533919,0.973742,
1009,189,1093,371,1005,182,1084,374,0.812209925027,11.449148609769013,0.973271,
1009,190,1093,373,1007,182,1089,375,0.884164754197,11.415557128082304,0.975959,
1010,193,1094,378,1008,195,1090,388,0.875283988999,11.379413815462835,0.970643,
1011,197,1095,383,1003,193,1088,385,0.812734082397,11.434478697534432,0.977999,
1012,200,1096,388,1009,190,1089,393,0.824561403509,11.331852788449588,0.973539,
1008,203,1092,391,1009,192,1087,393,0.872545519457,11.246199923314734,0.976163,
1003,205,1089,394,1012,195,1091,399,0.816804175787,11.223569392970392,0.970589,
998,208,1085,398,1001,198,1081,401,0.865110984633,11.2211372282536,0.971745,
995,206,1082,396,993,197,1073,396,0.840612592172,0.552768644342881,0.971932,
991,203,1079,395,991,192,1074,391,0.87618619799,11.246923677161067,0.976466,
987,201,1076,394,992,192,1072,394,0.862714421411,11.191077670161958,0.96771,
974,197,1065,390,972,191,1053,393,0.816307955884,11.234632517002066,0.977713,
961,192,1054,386,964,186,1044,389,0.827203922823,11.1873166255908,0.977938,
949,187,1043,383,954,181,1035,379,0.822421998942,11.125504311682525,0.975939,
935,184,1031,380,946,178,1025,375,0.7822187662,11.282289649236066,0.975594,
922,181,1019,378,935,175,1014,373,0.774549354032,11.294685365906203,0.976757,
909,178,1008,375,920,175,998,375,0.778537771698,11.273162196521538,0.978715,
895,182,992,377,904,179,984,378,0.811021575253,11.279589295654956,0.968196,
882,186,977,379,893,180,975,376,0.827534923249,0.5206624968686792,0.975793,
868,190,961,381,870,184,955,378,0.874514310732,11.21075983877348,0.973611,
850,192,941,381,848,198,941,380,0.943005181347,11.348962053813018,0.9741,
832,194,921,381,828,196,923,375,0.899192865609,11.63478198154215,0.96129,
814,196,901,380,807,194,902,373,0.874247757466,11.674875229291402,0.966948,
788,194,873,377,781,192,876,377,0.88506401138,11.613648509080639,0.966925,
762,192,845,374,751,191,845,377,0.863989933654,11.549942860289967,0.961862,
736,190,816,370,728,181,821,373,0.806451612903,11.493385068999157,0.96074,
714,184,791,364,702,170,791,374,0.763384005288,11.285082385354672,0.968466,
691,179,766,357,679,165,770,359,0.756202560326,11.262295258041995,0.967832,
669,174,741,350,659,164,747,358,0.742268041237,0.4856018601116479,0.975012,
650,171,724,351,644,160,733,356,0.76358633341,11.30278156545922,0.978089,
631,169,708,351,620,159,710,354,0.798518518519,11.308754617271967,0.97702,
612,167,691,351,602,163,692,354,0.845607911576,11.36948136261246,0.9782,
594,169,676,355,587,165,679,352,0.85994269341,11.443026371072031,0.979571,
577,170,662,360,565,173,656,353,0.776624795194,11.605068894914504,0.980444,
560,172,647,364,555,172,644,363,0.908545217736,10.689747099016992,0.983082,
545,174,632,367,540,167,628,362,0.850493268654,11.377839506507739,0.978921,
530,176,617,371,520,174,614,360,0.813773495498,11.430708058419384,0.982664,
516,178,602,374,508,173,600,365,0.834998936849,11.470377176861819,0.981824,
504,177,591,374,500,176,590,373,0.935768611558,0.4679949365591476,0.983171,
